,contig,position,BE_166,DK_229,DK_267,BE_166_average,DK_229_average,DK_267_average
34684910,NC_063032.1,2674190,47,27,93,46.3,26.9,94.1
34684911,NC_063032.1,2674191,46,27,95,46.3,26.9,94.1
34684912,NC_063032.1,2674192,47,27,94,47.0,27.1,94.6
34684913,NC_063032.1,2674193,48,27,94,47.0,27.0,94.8
34684914,NC_063032.1,2674194,47,27,96,47.0,27.0,95.1
34684915,NC_063032.1,2674195,47,27,96,47.0,27.0,95.3
34684916,NC_063032.1,2674196,47,27,96,47.0,27.1,95.5
34684917,NC_063032.1,2674197,47,27,96,47.2,27.2,95.6
34684918,NC_063032.1,2674198,47,27,97,47.3,27.3,95.7
34684919,NC_063032.1,2674199,47,27,96,47.3,27.5,95.9
34684920,NC_063032.1,2674200,47,28,95,47.4,27.7,95.5
34684921,NC_063032.1,2674201,48,28,96,47.3,27.9,95.0
34684922,NC_063032.1,2674202,48,28,95,47.4,28.2,94.6
34684923,NC_063032.1,2674203,48,29,96,47.6,28.5,94.2
34684924,NC_063032.1,2674204,48,29,92,47.8,28.7,93.5
34684925,NC_063032.1,2674205,46,29,91,48.0,28.9,93.2
34684926,NC_063032.1,2674206,48,30,92,48.2,29.0,93.0
34684927,NC_063032.1,2674207,49,30,92,48.3,29.1,92.7
34684928,NC_063032.1,2674208,49,29,90,48.4,29.2,92.5
34684929,NC_063032.1,2674209,49,29,93,48.4,29.2,92.2
34684930,NC_063032.1,2674210,49,29,93,48.4,29.2,92.1
34684931,NC_063032.1,2674211,49,29,93,48.6,29.2,92.2
34684932,NC_063032.1,2674212,49,29,93,48.4,29.1,92.4
34684933,NC_063032.1,2674213,48,29,93,48.3,29.0,92.7
34684934,NC_063032.1,2674214,48,29,91,48.2,29.0,93.2
34684935,NC_063032.1,2674215,48,29,92,48.1,29.0,93.4
34684936,NC_063032.1,2674216,46,29,94,47.7,28.9,92.5
34684937,NC_063032.1,2674217,48,29,95,47.4,28.7,92.7
34684938,NC_063032.1,2674218,48,29,95,47.2,28.6,92.9
34684939,NC_063032.1,2674219,48,29,95,47.1,28.5,93.0
34684940,NC_063032.1,2674220,45,28,84,47.1,28.4,93.2
34684941,NC_063032.1,2674221,46,27,95,47.2,28.3,93.3
34684942,NC_063032.1,2674222,47,28,95,47.5,28.2,93.3
34684943,NC_063032.1,2674223,47,28,94,47.7,28.1,93.4
34684944,NC_063032.1,2674224,48,28,93,47.8,28.0,93.4
34684945,NC_063032.1,2674225,49,28,93,47.9,27.9,93.4
34684946,NC_063032.1,2674226,49,28,94,48.3,27.9,94.6
34684947,NC_063032.1,2674227,50,28,96,48.5,28.0,94.3
34684948,NC_063032.1,2674228,49,28,95,48.5,27.9,93.8
34684949,NC_063032.1,2674229,49,28,95,48.6,27.7,93.7
34684950,NC_063032.1,2674230,49,28,96,48.6,27.6,94.0
34684951,NC_063032.1,2674231,48,28,92,48.5,27.5,94.0
34684952,NC_063032.1,2674232,47,27,90,48.6,27.4,94.0
34684953,NC_063032.1,2674233,48,26,93,48.6,27.3,94.0
34684954,NC_063032.1,2674234,48,27,96,48.6,27.2,94.0
34684955,NC_063032.1,2674235,48,27,93,48.6,27.0,94.1
34684956,NC_063032.1,2674236,50,27,94,48.6,26.9,93.8
34684957,NC_063032.1,2674237,50,27,96,48.7,26.8,93.9
34684958,NC_063032.1,2674238,49,27,95,49.0,26.8,94.1
34684959,NC_063032.1,2674239,49,26,96,49.2,26.9,94.3
34684960,NC_063032.1,2674240,49,27,93,49.4,26.9,94.2
34684961,NC_063032.1,2674241,49,27,93,49.6,26.9,94.5
34684962,NC_063032.1,2674242,50,27,92,49.6,26.9,94.7
34684963,NC_063032.1,2674243,50,27,95,49.6,26.8,94.2
34684964,NC_063032.1,2674244,50,27,95,49.6,26.8,94.1
34684965,NC_063032.1,2674245,50,27,96,49.6,26.9,94.1
34684966,NC_063032.1,2674246,50,27,96,49.5,27.0,94.4
34684967,NC_063032.1,2674247,50,26,91,49.5,27.1,94.8
34684968,NC_063032.1,2674248,49,27,94,49.4,27.1,95.2
34684969,NC_063032.1,2674249,49,27,96,49.3,27.1,95.4
34684970,NC_063032.1,2674250,48,28,96,49.2,27.1,95.6
34684971,NC_063032.1,2674251,49,28,97,49.1,27.1,95.7
34684972,NC_063032.1,2674252,49,27,96,49.0,26.9,95.7
34684973,NC_063032.1,2674253,49,27,97,48.3,26.8,95.6
34684974,NC_063032.1,2674254,49,27,97,48.2,26.5,95.9
34684975,NC_063032.1,2674255,49,27,97,47.9,26.0,95.5
34684976,NC_063032.1,2674256,49,25,96,47.9,25.7,95.3
34684977,NC_063032.1,2674257,43,25,90,47.8,25.5,95.1
34684978,NC_063032.1,2674258,48,24,97,47.7,25.4,95.0
34684979,NC_063032.1,2674259,46,22,92,47.6,25.3,94.6
34684980,NC_063032.1,2674260,48,25,94,47.3,25.3,94.5
34684981,NC_063032.1,2674261,48,26,95,47.1,25.3,94.5
34684982,NC_063032.1,2674262,48,26,95,46.9,25.5,94.6
34684983,NC_063032.1,2674263,48,26,93,47.3,25.7,95.2
34684984,NC_063032.1,2674264,46,27,96,47.2,25.9,94.9
34684985,NC_063032.1,2674265,47,27,97,47.2,26.4,95.4
34684986,NC_063032.1,2674266,47,27,97,47.0,26.6,95.7
34684987,NC_063032.1,2674267,47,27,96,46.8,26.8,95.9
34684988,NC_063032.1,2674268,47,26,94,46.5,26.9,96.0
34684989,NC_063032.1,2674269,46,27,97,46.1,27.0,96.1
34684990,NC_063032.1,2674270,46,27,97,45.8,26.7,95.1
34684991,NC_063032.1,2674271,46,28,97,45.5,26.6,94.6
34684992,NC_063032.1,2674272,45,27,96,45.1,26.5,94.3
34684993,NC_063032.1,2674273,44,27,94,44.7,26.5,94.4
34684994,NC_063032.1,2674274,43,24,86,44.4,26.6,94.8
34684995,NC_063032.1,2674275,44,26,92,44.1,26.6,94.6
34684996,NC_063032.1,2674276,43,26,94,44.0,26.7,94.6
34684997,NC_063032.1,2674277,43,27,97,43.9,26.7,94.7
34684998,NC_063032.1,2674278,44,27,98,44.0,26.9,94.7
34684999,NC_063032.1,2674279,43,27,95,44.2,27.2,95.0
34685000,NC_063032.1,2674280,45,28,97,44.6,27.8,96.1
34685001,NC_063032.1,2674281,45,28,98,44.9,28.2,96.7
34685002,NC_063032.1,2674282,46,29,96,45.3,28.6,97.2
34685003,NC_063032.1,2674283,46,30,97,45.7,28.9,97.4
34685004,NC_063032.1,2674284,47,30,97,45.9,29.2,97.5
34685005,NC_063032.1,2674285,47,30,98,46.2,29.5,97.9
34685006,NC_063032.1,2674286,47,30,99,46.3,29.7,98.1
34685007,NC_063032.1,2674287,47,30,99,46.4,30.0,98.2
34685008,NC_063032.1,2674288,46,30,99,46.4,30.2,98.5
34685009,NC_063032.1,2674289,46,30,99,46.4,30.3,98.6
34685010,NC_063032.1,2674290,46,30,99,46.3,30.5,98.7
34685011,NC_063032.1,2674291,46,31,99,46.2,30.5,98.7
34685012,NC_063032.1,2674292,46,31,99,46.1,30.5,98.7
34685013,NC_063032.1,2674293,46,31,98,46.0,30.6,98.6
34685014,NC_063032.1,2674294,46,32,98,45.9,30.8,98.5
34685015,NC_063032.1,2674295,46,30,98,45.8,30.9,98.4
34685016,NC_063032.1,2674296,46,30,99,45.7,31.1,98.3
34685017,NC_063032.1,2674297,46,31,98,45.7,31.1,98.2
34685018,NC_063032.1,2674298,45,32,98,45.7,31.2,98.1
34685019,NC_063032.1,2674299,45,31,98,45.7,31.3,98.1
34685020,NC_063032.1,2674300,45,32,98,45.7,31.2,98.1
34685021,NC_063032.1,2674301,46,31,98,45.8,31.3,98.1
34685022,NC_063032.1,2674302,46,32,98,45.8,31.4,98.0
34685023,NC_063032.1,2674303,46,32,98,45.7,31.4,97.9
34685024,NC_063032.1,2674304,46,31,98,45.8,31.2,97.7
34685025,NC_063032.1,2674305,47,31,98,45.9,31.1,97.4
34685026,NC_063032.1,2674306,46,31,98,46.0,30.8,97.2
34685027,NC_063032.1,2674307,45,31,97,46.0,30.7,96.7
34685028,NC_063032.1,2674308,46,30,96,45.8,30.5,96.3
34685029,NC_063032.1,2674309,46,30,95,45.7,30.3,96.2
34685030,NC_063032.1,2674310,46,29,96,45.6,30.2,95.6
34685031,NC_063032.1,2674311,46,30,93,45.6,30.1,95.4
34685032,NC_063032.1,2674312,44,30,94,45.7,30.0,95.3
34685033,NC_063032.1,2674313,45,30,97,45.9,29.9,95.3
34685034,NC_063032.1,2674314,45,30,92,45.9,30.0,95.4
34685035,NC_063032.1,2674315,47,30,96,45.9,30.1,95.3
34685036,NC_063032.1,2674316,47,30,97,45.9,30.3,95.0
34685037,NC_063032.1,2674317,47,30,97,46.0,30.3,95.0
34685038,NC_063032.1,2674318,46,31,97,46.2,30.3,94.7
34685039,NC_063032.1,2674319,46,31,94,46.3,30.2,94.3
34685040,NC_063032.1,2674320,46,31,93,46.4,30.1,94.4
34685041,NC_063032.1,2674321,47,30,93,46.3,30.1,94.1
34685042,NC_063032.1,2674322,46,30,91,46.3,30.1,93.6
34685043,NC_063032.1,2674323,46,29,93,46.3,30.1,93.0
34685044,NC_063032.1,2674324,46,29,93,46.4,30.0,92.4
34685045,NC_063032.1,2674325,46,30,93,46.4,29.9,92.3
34685046,NC_063032.1,2674326,47,30,92,46.3,29.8,92.3
34685047,NC_063032.1,2674327,47,30,91,46.1,29.8,92.0
34685048,NC_063032.1,2674328,47,30,91,46.1,29.8,92.1
34685049,NC_063032.1,2674329,46,30,93,45.9,30.0,92.1
34685050,NC_063032.1,2674330,45,30,93,45.5,30.1,91.8
34685051,NC_063032.1,2674331,45,30,90,45.1,30.0,91.4
34685052,NC_063032.1,2674332,46,30,92,44.4,29.9,91.3
34685053,NC_063032.1,2674333,44,31,93,44.0,29.8,91.6
34685054,NC_063032.1,2674334,42,30,90,43.6,29.6,91.9
34685055,NC_063032.1,2674335,42,29,89,43.3,29.5,92.0
34685056,NC_063032.1,2674336,40,29,91,43.1,29.4,92.2
34685057,NC_063032.1,2674337,43,29,94,42.9,29.0,92.7
34685058,NC_063032.1,2674338,43,28,94,42.6,28.8,92.8
34685059,NC_063032.1,2674339,43,29,94,42.5,28.5,92.9
34685060,NC_063032.1,2674340,43,29,95,42.6,28.3,93.0
34685061,NC_063032.1,2674341,43,26,95,42.7,28.3,93.3
34685062,NC_063032.1,2674342,43,28,93,43.0,28.3,93.5
34685063,NC_063032.1,2674343,43,28,94,43.0,28.3,93.3
34685064,NC_063032.1,2674344,43,28,91,42.9,28.3,93.1
34685065,NC_063032.1,2674345,43,29,92,42.7,28.3,92.7
34685066,NC_063032.1,2674346,43,29,93,42.5,28.3,92.2
34685067,NC_063032.1,2674347,43,29,92,42.3,28.7,91.4
34685068,NC_063032.1,2674348,42,28,92,42.1,29.0,91.5
34685069,NC_063032.1,2674349,41,29,90,42.0,29.3,91.5
34685070,NC_063032.1,2674350,41,29,90,41.9,29.6,91.6
34685071,NC_063032.1,2674351,41,30,87,41.7,29.8,91.8
34685072,NC_063032.1,2674352,41,31,94,41.5,30.0,91.9
34685073,NC_063032.1,2674353,42,31,94,41.3,30.2,92.1
34685074,NC_063032.1,2674354,42,31,92,41.1,30.5,92.3
34685075,NC_063032.1,2674355,41,31,94,41.2,30.7,92.5
34685076,NC_063032.1,2674356,41,31,94,41.2,30.8,92.5
34685077,NC_063032.1,2674357,41,31,94,41.2,30.8,93.0
34685078,NC_063032.1,2674358,40,31,94,41.3,30.7,92.7
34685079,NC_063032.1,2674359,42,31,92,41.2,30.5,91.5
34685080,NC_063032.1,2674360,41,30,90,40.8,30.2,90.9
34685081,NC_063032.1,2674361,41,30,92,40.4,29.9,90.5
34685082,NC_063032.1,2674362,42,30,91,40.0,29.6,90.2
34685083,NC_063032.1,2674363,41,29,82,40.0,29.3,89.9
34685084,NC_063032.1,2674364,38,28,86,40.1,29.0,89.7
34685085,NC_063032.1,2674365,37,28,90,40.0,28.7,89.7
34685086,NC_063032.1,2674366,37,28,91,40.0,28.7,89.8
34685087,NC_063032.1,2674367,41,28,91,40.0,28.5,89.7
34685088,NC_063032.1,2674368,41,28,92,39.8,28.4,89.6
34685089,NC_063032.1,2674369,41,28,92,39.7,28.4,90.5
34685090,NC_063032.1,2674370,41,30,91,39.8,28.4,91.0
34685091,NC_063032.1,2674371,41,28,91,40.1,28.5,91.1
34685092,NC_063032.1,2674372,40,29,90,40.4,28.4,90.5
34685093,NC_063032.1,2674373,40,29,91,40.3,28.3,90.0
34685094,NC_063032.1,2674374,39,28,91,40.2,28.4,89.4
34685095,NC_063032.1,2674375,40,29,91,39.9,28.5,88.5
34685096,NC_063032.1,2674376,40,27,85,39.8,28.4,88.1
34685097,NC_063032.1,2674377,40,27,86,39.6,28.5,87.7
34685098,NC_063032.1,2674378,40,29,86,39.3,28.4,87.0
34685099,NC_063032.1,2674379,38,29,83,39.3,28.4,86.5
34685100,NC_063032.1,2674380,40,29,87,39.2,28.4,86.1
34685101,NC_063032.1,2674381,39,29,87,38.9,28.3,85.7
34685102,NC_063032.1,2674382,37,28,83,38.7,28.4,85.9
34685103,NC_063032.1,2674383,40,29,86,38.4,28.4,85.9
34685104,NC_063032.1,2674384,38,28,87,38.2,28.3,85.8
34685105,NC_063032.1,2674385,37,28,87,38.1,28.1,85.8
34685106,NC_063032.1,2674386,38,28,87,37.8,28.0,85.5
34685107,NC_063032.1,2674387,37,27,86,37.6,27.9,85.2
34685108,NC_063032.1,2674388,38,28,85,37.7,27.9,85.3
34685109,NC_063032.1,2674389,37,27,83,36.6,27.7,84.6
34685110,NC_063032.1,2674390,37,28,84,36.6,27.7,84.5
34685111,NC_063032.1,2674391,37,28,84,36.7,27.7,84.5
34685112,NC_063032.1,2674392,38,28,84,36.7,27.7,84.5
34685113,NC_063032.1,2674393,29,27,79,36.8,27.8,84.6
34685114,NC_063032.1,2674394,38,28,86,36.8,27.8,84.8
34685115,NC_063032.1,2674395,38,28,87,36.9,27.9,85.3
34685116,NC_063032.1,2674396,38,28,87,36.8,27.8,85.5
34685117,NC_063032.1,2674397,38,28,87,36.8,27.8,85.8
34685118,NC_063032.1,2674398,38,28,87,36.7,27.8,86.1
34685119,NC_063032.1,2674399,38,28,88,37.5,27.9,87.0
34685120,NC_063032.1,2674400,36,27,86,37.4,27.8,87.2
34685121,NC_063032.1,2674401,37,28,87,37.3,27.8,87.3
34685122,NC_063032.1,2674402,37,28,87,37.1,27.6,87.2
34685123,NC_063032.1,2674403,37,28,88,37.0,27.5,87.1
34685124,NC_063032.1,2674404,37,27,88,36.8,27.5,87.0
34685125,NC_063032.1,2674405,37,28,88,36.5,27.4,86.3
34685126,NC_063032.1,2674406,36,26,86,36.6,27.5,86.2
34685127,NC_063032.1,2674407,37,27,86,36.5,27.5,86.0
34685128,NC_063032.1,2674408,36,28,86,36.3,27.5,85.8
34685129,NC_063032.1,2674409,35,27,81,36.1,27.5,85.4
34685130,NC_063032.1,2674410,37,28,85,35.9,27.6,85.0
34685131,NC_063032.1,2674411,36,28,85,35.7,27.5,84.8
34685132,NC_063032.1,2674412,35,28,85,35.6,27.4,84.7
34685133,NC_063032.1,2674413,35,28,84,35.4,27.5,84.6
34685134,NC_063032.1,2674414,35,28,84,35.3,27.5,84.4
34685135,NC_063032.1,2674415,35,27,86,35.3,27.6,84.9
34685136,NC_063032.1,2674416,35,25,85,35.1,27.6,85.0
34685137,NC_063032.1,2674417,35,28,85,35.0,27.7,85.0
34685138,NC_063032.1,2674418,35,28,84,35.0,27.8,85.2
34685139,NC_063032.1,2674419,35,28,86,35.0,27.9,85.6
34685140,NC_063032.1,2674420,35,28,86,35.0,28.0,85.9
34685141,NC_063032.1,2674421,35,29,85,35.0,28.2,86.1
34685142,NC_063032.1,2674422,35,29,87,35.0,28.6,86.5
34685143,NC_063032.1,2674423,35,29,88,34.9,28.6,86.6
34685144,NC_063032.1,2674424,35,29,87,34.8,28.6,86.8
34685145,NC_063032.1,2674425,35,29,88,34.7,28.8,86.9
34685146,NC_063032.1,2674426,35,29,89,34.6,29.0,86.8
34685147,NC_063032.1,2674427,34,28,86,34.6,29.1,86.7
34685148,NC_063032.1,2674428,34,28,86,34.6,29.2,86.5
34685149,NC_063032.1,2674429,34,30,87,34.6,29.3,86.2
34685150,NC_063032.1,2674430,34,30,85,34.6,29.4,85.8
34685151,NC_063032.1,2674431,35,30,84,34.6,29.5,85.8
34685152,NC_063032.1,2674432,35,30,85,34.5,29.5,85.0
34685153,NC_063032.1,2674433,35,30,85,34.5,29.4,84.1
34685154,NC_063032.1,2674434,35,30,83,34.6,29.4,83.6
34685155,NC_063032.1,2674435,35,30,88,34.7,29.3,83.3
34685156,NC_063032.1,2674436,34,29,81,34.8,29.2,83.1
34685157,NC_063032.1,2674437,34,27,77,34.6,29.2,82.9
34685158,NC_063032.1,2674438,35,28,81,34.4,29.2,82.6
34685159,NC_063032.1,2674439,35,29,84,34.3,29.0,82.2
34685160,NC_063032.1,2674440,35,29,83,34.1,28.9,81.7
34685161,NC_063032.1,2674441,33,30,82,34.1,28.7,81.2
34685162,NC_063032.1,2674442,33,30,82,34.3,28.6,81.4
34685163,NC_063032.1,2674443,34,28,81,34.6,28.7,82.1
34685164,NC_063032.1,2674444,33,29,78,34.8,28.7,82.2
34685165,NC_063032.1,2674445,35,28,83,35.0,28.6,81.9
34685166,NC_063032.1,2674446,36,28,83,35.2,28.6,81.9
34685167,NC_063032.1,2674447,37,28,84,35.6,28.4,82.1
34685168,NC_063032.1,2674448,37,28,82,36.1,28.3,82.2
34685169,NC_063032.1,2674449,37,28,81,36.5,28.4,82.6
34685170,NC_063032.1,2674450,37,29,83,37.0,28.3,83.4
34685171,NC_063032.1,2674451,37,28,84,37.3,28.2,83.8
34685172,NC_063032.1,2674452,38,29,83,37.5,28.3,84.2
34685173,NC_063032.1,2674453,38,29,85,37.6,28.5,84.4
34685174,NC_063032.1,2674454,38,28,86,37.6,28.6,84.7
34685175,NC_063032.1,2674455,38,27,87,37.6,28.7,85.0
34685176,NC_063032.1,2674456,38,29,87,37.7,28.6,85.2
34685177,NC_063032.1,2674457,38,30,86,37.8,28.6,85.2
34685178,NC_063032.1,2674458,37,29,85,37.7,28.5,85.5
34685179,NC_063032.1,2674459,37,29,84,37.6,28.3,85.4
34685180,NC_063032.1,2674460,38,28,85,37.6,28.3,85.4
34685181,NC_063032.1,2674461,38,28,84,37.6,28.5,85.3
34685182,NC_063032.1,2674462,37,28,86,37.6,28.5,85.0
34685183,NC_063032.1,2674463,37,27,84,37.7,28.5,84.9
34685184,NC_063032.1,2674464,38,28,86,37.9,28.6,84.9
34685185,NC_063032.1,2674465,38,29,86,38.1,28.7,84.7
34685186,NC_063032.1,2674466,38,29,84,38.2,28.8,84.7
34685187,NC_063032.1,2674467,39,30,85,38.3,28.9,84.8
34685188,NC_063032.1,2674468,39,30,85,38.5,29.0,84.7
34685189,NC_063032.1,2674469,39,30,82,38.7,29.2,84.8
34685190,NC_063032.1,2674470,39,29,85,38.7,29.3,84.4
34685191,NC_063032.1,2674471,39,29,85,38.7,29.3,84.0
34685192,NC_063032.1,2674472,39,29,85,38.7,29.3,83.7
34685193,NC_063032.1,2674473,39,29,85,38.6,29.1,83.6
34685194,NC_063032.1,2674474,38,29,82,38.5,29.0,83.1
34685195,NC_063032.1,2674475,38,29,82,38.3,28.8,83.0
34685196,NC_063032.1,2674476,38,29,81,38.2,28.5,83.0
34685197,NC_063032.1,2674477,38,28,84,38.0,28.3,82.6
34685198,NC_063032.1,2674478,38,29,80,37.9,28.1,82.3
34685199,NC_063032.1,2674479,37,28,81,37.7,27.9,82.0
34685200,NC_063032.1,2674480,38,26,85,37.6,27.7,82.0
34685201,NC_063032.1,2674481,37,27,81,37.5,27.5,82.2
34685202,NC_063032.1,2674482,38,27,82,37.5,27.3,82.6
34685203,NC_063032.1,2674483,37,27,82,37.1,27.3,81.9
34685204,NC_063032.1,2674484,37,27,82,37.1,27.0,82.5
34685205,NC_063032.1,2674485,37,27,84,37.2,26.8,83.0
34685206,NC_063032.1,2674486,38,27,85,37.2,26.7,83.0
34685207,NC_063032.1,2674487,34,28,77,37.2,26.5,83.5
34685208,NC_063032.1,2674488,38,26,86,37.1,26.3,83.9
34685209,NC_063032.1,2674489,38,26,86,37.2,26.2,83.9
34685210,NC_063032.1,2674490,38,25,85,37.2,26.0,83.9
34685211,NC_063032.1,2674491,37,25,86,37.2,25.9,83.8
34685212,NC_063032.1,2674492,37,25,86,37.1,25.8,83.6
34685213,NC_063032.1,2674493,38,26,82,37.5,25.6,84.3
34685214,NC_063032.1,2674494,37,25,82,37.6,25.6,84.1
34685215,NC_063032.1,2674495,37,26,83,37.7,25.5,83.7
34685216,NC_063032.1,2674496,37,26,83,37.7,25.4,82.4
34685217,NC_063032.1,2674497,38,26,84,37.9,25.4,81.6
34685218,NC_063032.1,2674498,39,26,84,38.1,25.4,81.3
34685219,NC_063032.1,2674499,39,25,82,38.2,25.3,81.4
34685220,NC_063032.1,2674500,38,24,72,38.2,25.2,80.6
34685221,NC_063032.1,2674501,39,25,78,38.4,25.1,80.6
34685222,NC_063032.1,2674502,39,25,83,38.5,25.1,80.7
34685223,NC_063032.1,2674503,39,25,83,38.5,25.1,80.7
34685224,NC_063032.1,2674504,37,24,74,38.4,25.1,80.9
34685225,NC_063032.1,2674505,39,25,83,38.3,25.2,81.2
34685226,NC_063032.1,2674506,38,26,84,38.3,25.5,82.6
34685227,NC_063032.1,2674507,38,26,84,38.0,25.6,82.7
34685228,NC_063032.1,2674508,38,26,86,37.8,25.8,82.6
34685229,NC_063032.1,2674509,38,26,85,37.7,25.9,83.1
34685230,NC_063032.1,2674510,38,27,86,37.8,26.1,84.4
34685231,NC_063032.1,2674511,36,26,79,37.8,26.3,85.1
34685232,NC_063032.1,2674512,37,27,82,37.9,26.4,85.7
34685233,NC_063032.1,2674513,38,26,88,37.9,26.5,86.3
34685234,NC_063032.1,2674514,38,26,87,38.0,26.6,86.7
34685235,NC_063032.1,2674515,39,27,90,38.2,26.7,87.2
34685236,NC_063032.1,2674516,39,27,90,38.3,26.7,87.2
34685237,NC_063032.1,2674517,38,27,90,38.7,26.8,88.4
34685238,NC_063032.1,2674518,39,27,90,39.0,26.8,89.1
34685239,NC_063032.1,2674519,40,27,90,39.2,26.9,89.2
34685240,NC_063032.1,2674520,39,27,86,39.4,27.0,89.4
34685241,NC_063032.1,2674521,40,27,91,39.5,27.0,89.1
34685242,NC_063032.1,2674522,40,27,89,39.6,26.9,88.5
34685243,NC_063032.1,2674523,40,27,89,39.6,26.5,88.0
34685244,NC_063032.1,2674524,40,27,89,39.7,26.4,87.8
34685245,NC_063032.1,2674525,40,27,87,39.7,26.3,87.6
34685246,NC_063032.1,2674526,40,26,84,39.8,26.2,88.1
34685247,NC_063032.1,2674527,38,23,85,39.7,26.1,88.2
34685248,NC_063032.1,2674528,40,26,88,39.6,26.1,88.5
34685249,NC_063032.1,2674529,40,26,88,39.6,26.2,88.9
34685250,NC_063032.1,2674530,40,26,91,39.0,26.0,87.6
34685251,NC_063032.1,2674531,39,26,92,39.1,26.1,88.1
34685252,NC_063032.1,2674532,39,27,92,39.2,26.3,89.1
34685253,NC_063032.1,2674533,40,28,93,39.6,26.8,90.0
34685254,NC_063032.1,2674534,34,25,76,39.6,27.1,90.3
34685255,NC_063032.1,2674535,41,28,92,39.0,27.2,89.1
34685256,NC_063032.1,2674536,41,28,94,39.2,27.5,88.8
34685257,NC_063032.1,2674537,42,28,94,39.5,27.8,88.5
34685258,NC_063032.1,2674538,40,29,91,39.7,28.0,87.9
34685259,NC_063032.1,2674539,34,27,76,39.2,28.0,86.7
34685260,NC_063032.1,2674540,42,29,88,39.9,28.3,87.9
34685261,NC_063032.1,2674541,42,29,89,39.9,28.6,88.0
34685262,NC_063032.1,2674542,41,29,86,39.9,28.9,88.0
34685263,NC_063032.1,2674543,35,28,81,39.9,29.2,88.1
34685264,NC_063032.1,2674544,41,28,88,40.1,29.4,88.4
34685265,NC_063032.1,2674545,41,31,93,40.9,29.8,90.2
34685266,NC_063032.1,2674546,41,31,94,40.9,30.0,90.9
34685267,NC_063032.1,2674547,42,31,95,40.9,30.2,91.5
34685268,NC_063032.1,2674548,42,31,94,41.0,30.4,92.2
34685269,NC_063032.1,2674549,42,31,94,41.7,30.8,93.3
34685270,NC_063032.1,2674550,42,31,95,41.9,31.2,93.6
34685271,NC_063032.1,2674551,42,31,95,42.1,31.3,93.9
34685272,NC_063032.1,2674552,42,31,93,42.3,31.4,94.1
34685273,NC_063032.1,2674553,42,32,92,42.4,31.5,94.1
34685274,NC_063032.1,2674554,43,32,91,42.5,31.6,94.2
34685275,NC_063032.1,2674555,43,32,96,42.7,31.7,94.3
34685276,NC_063032.1,2674556,43,32,96,42.9,31.7,94.3
34685277,NC_063032.1,2674557,43,32,95,43.1,31.7,93.8
34685278,NC_063032.1,2674558,43,32,95,43.2,31.7,93.5
34685279,NC_063032.1,2674559,44,32,95,43.3,31.5,93.6
34685280,NC_063032.1,2674560,44,31,95,43.2,31.4,93.4
34685281,NC_063032.1,2674561,44,31,90,43.1,31.3,92.7
34685282,NC_063032.1,2674562,43,31,90,43.2,31.2,92.4
34685283,NC_063032.1,2674563,43,30,93,43.2,31.3,92.0
34685284,NC_063032.1,2674564,42,31,89,43.3,31.4,91.6
34685285,NC_063032.1,2674565,42,31,89,43.3,31.5,91.1
34685286,NC_063032.1,2674566,44,31,93,43.2,31.7,90.2
34685287,NC_063032.1,2674567,43,33,91,43.1,31.7,89.0
34685288,NC_063032.1,2674568,44,33,91,43.2,31.7,88.8
34685289,NC_063032.1,2674569,44,33,90,43.2,31.8,88.3
34685290,NC_063032.1,2674570,43,33,86,43.4,31.8,88.2
34685291,NC_063032.1,2674571,43,31,78,43.5,31.8,88.1
34685292,NC_063032.1,2674572,44,31,88,43.4,31.8,87.7
34685293,NC_063032.1,2674573,43,31,88,43.2,31.6,87.5
34685294,NC_063032.1,2674574,44,31,88,43.0,31.5,87.4
34685295,NC_063032.1,2674575,43,31,88,42.8,31.4,87.4
34685296,NC_063032.1,2674576,43,31,89,42.6,31.3,87.7
34685297,NC_063032.1,2674577,41,31,89,42.5,31.4,88.7
34685298,NC_063032.1,2674578,42,32,90,42.1,31.4,88.7
34685299,NC_063032.1,2674579,42,32,90,41.9,31.4,88.6
34685300,NC_063032.1,2674580,41,32,89,41.6,31.4,88.5
34685301,NC_063032.1,2674581,42,32,88,41.4,31.5,88.5
34685302,NC_063032.1,2674582,40,31,88,41.2,31.6,88.4
34685303,NC_063032.1,2674583,41,31,87,41.1,31.6,88.1
34685304,NC_063032.1,2674584,41,31,87,40.9,31.4,87.9
34685305,NC_063032.1,2674585,41,32,88,40.7,31.2,87.8
34685306,NC_063032.1,2674586,41,32,88,40.7,30.9,88.0
34685307,NC_063032.1,2674587,40,31,86,40.5,30.6,88.3
34685308,NC_063032.1,2674588,40,30,88,40.6,30.3,88.7
34685309,NC_063032.1,2674589,40,30,89,40.6,30.2,89.2
34685310,NC_063032.1,2674590,41,29,91,40.7,30.0,89.5
34685311,NC_063032.1,2674591,40,29,91,40.8,29.7,89.9
34685312,NC_063032.1,2674592,41,28,92,40.9,29.4,90.1
34685313,NC_063032.1,2674593,41,30,92,41.1,29.2,90.6
34685314,NC_063032.1,2674594,42,29,90,41.2,29.0,90.6
34685315,NC_063032.1,2674595,42,29,92,41.3,28.9,90.8
34685316,NC_063032.1,2674596,42,29,90,41.3,28.9,90.9
34685317,NC_063032.1,2674597,42,29,91,41.4,28.9,91.1
34685318,NC_063032.1,2674598,41,28,88,41.5,29.0,90.9
34685319,NC_063032.1,2674599,41,29,91,41.6,28.8,90.3
