secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Adams et al., in press	16.0087	16_0087	2016/05/03	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Osijek	Croatia	Unknown	Unknown	raw_reads/16_0087/R1.fq.gz	raw_reads/16_0087/R2.fq.gz	Dario Novoselović
Adams et al., in press	16.0088	16_0088	2016/05/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Žitarka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Žitarka	Infected Leaf	Unknown	Yellow Rust	Osijek	Croatia	Unknown	Unknown	raw_reads/16_0088/R1.fq.gz	raw_reads/16_0088/R2.fq.gz	Dario Novoselović
Adams et al., in press	16.0089	16_0089	2016/05/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Žitarka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Žitarka	Infected Leaf	Unknown	Yellow Rust	Osijek	Croatia	Unknown	Unknown	raw_reads/16_0089/R1.fq.gz	raw_reads/16_0089/R2.fq.gz	Dario Novoselović
Adams et al., in press	16.0090	16_0090	2016/05/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Srpanjka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Srpanjka	Infected Leaf	Unknown	Yellow Rust	Osijek	Croatia	Unknown	Unknown	raw_reads/16_0090/R1.fq.gz	raw_reads/16_0090/R2.fq.gz	Dario Novoselović
Adams et al., in press	16.0148	16_0148	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Vuka	Infected Leaf	Unknown	Yellow Rust	Langley (Essex)	UK	Unknown	Unknown	raw_reads/16_0148/R1.fq.gz	raw_reads/16_0148/R2.fq.gz	Colin Patrick
Adams et al., in press	16.0149	16_0149	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Diego	Infected Leaf	Unknown	Yellow Rust	Unpublished	JB Diego	Infected Leaf	Unknown	Yellow Rust	Langley (Essex)	UK	Unknown	Unknown	raw_reads/16_0149/R1.fq.gz	raw_reads/16_0149/R2.fq.gz	Colin Patrick
Adams et al., in press	16.0150	16_0150	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Myriad	Infected Leaf	Unknown	Yellow Rust	Unpublished	Myriad	Infected Leaf	Unknown	Yellow Rust	Langley (Essex)	UK	Unknown	Unknown	raw_reads/16_0150/R1.fq.gz	raw_reads/16_0150/R2.fq.gz	Colin Patrick
Adams et al., in press	16.0151	16_0151	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Vuka	Infected Leaf	Unknown	Yellow Rust	Throws	UK	Unknown	Unknown	raw_reads/16_0151/R1.fq.gz	raw_reads/16_0151/R2.fq.gz	Colin Patrick
Adams et al., in press	16.0152	16_0152	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	XI19	Infected Leaf	Unknown	Yellow Rust	Unpublished	XI19	Infected Leaf	Unknown	Yellow Rust	Throws	UK	Unknown	Unknown	raw_reads/16_0152/R1.fq.gz	raw_reads/16_0152/R2.fq.gz	Colin Patrick
Adams et al., in press	16.0153	16_0153	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Zulu	Infected Leaf	Unknown	Yellow Rust	Unpublished	Zulu	Infected Leaf	Unknown	Yellow Rust	Throws	UK	Unknown	Unknown	raw_reads/16_0153/R1.fq.gz	raw_reads/16_0153/R2.fq.gz	Colin Patrick
Adams et al., in press	16.0154	16_0154	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Leeds	Infected Leaf	Unknown	Yellow Rust	Unpublished	Leeds	Infected Leaf	Unknown	Yellow Rust	Throws	UK	Unknown	Unknown	raw_reads/16_0154/R1.fq.gz	raw_reads/16_0154/R2.fq.gz	Colin Patrick
Adams et al., in press	16.0155	16_0155	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Diego	Infected Leaf	Unknown	Yellow Rust	Unpublished	JB Diego	Infected Leaf	Unknown	Yellow Rust	Throws	UK	Unknown	Unknown	raw_reads/16_0155/R1.fq.gz	raw_reads/16_0155/R2.fq.gz	Colin Patrick
Adams et al., in press	16.0156	16_0156	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Belgrade	Infected Leaf	Unknown	Yellow Rust	Unpublished	Belgrade	Infected Leaf	Unknown	Yellow Rust	Throws	UK	Unknown	Unknown	raw_reads/16_0156/R1.fq.gz	raw_reads/16_0156/R2.fq.gz	Colin Patrick
Adams et al., in press	16.0157	16_0157	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Graham	Infected Leaf	Unknown	Yellow Rust	Unpublished	Graham	Infected Leaf	Unknown	Yellow Rust	Throws	UK	Unknown	Unknown	raw_reads/16_0157/R1.fq.gz	raw_reads/16_0157/R2.fq.gz	Colin Patrick
Adams et al., in press	16.0158	16_0158	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Vuka	Infected Leaf	Unknown	Yellow Rust	Lenham	UK	Unknown	Unknown	raw_reads/16_0158/R1.fq.gz	raw_reads/16_0158/R2.fq.gz	Colin Patrick
Adams et al., in press	16.0159	16_0159	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Myriad	Infected Leaf	Unknown	Yellow Rust	Unpublished	Myriad	Infected Leaf	Unknown	Yellow Rust	Lenham	UK	Unknown	Unknown	raw_reads/16_0159/R1.fq.gz	raw_reads/16_0159/R2.fq.gz	Colin Patrick
Adams et al., in press	16.0160	16_0160	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Dickens	Infected Leaf	Unknown	Yellow Rust	Unpublished	Dickens	Infected Leaf	Unknown	Yellow Rust	Glastonbury	UK	Unknown	Unknown	raw_reads/16_0160/R1.fq.gz	raw_reads/16_0160/R2.fq.gz	Colin Patrick
Adams et al., in press	16.0340	16_0340	2016/05/16	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Myriad	Infected Leaf	Unknown	Yellow Rust	Unpublished	Myriad	Infected Leaf	Unknown	Yellow Rust	Duns	UK	Unknown	Unknown	raw_reads/16_0340/R1.fq.gz	raw_reads/16_0340/R2.fq.gz	Neil Mclain
Adams et al., in press	16.0588	16_0588	2016/05/24	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Diego	Infected Leaf	Unknown	Yellow Rust	Unpublished	JB Diego	Infected Leaf	Unknown	Yellow Rust	Throws	UK	Unknown	Unknown	raw_reads/16_0588/R1.fq.gz	raw_reads/16_0588/R2.fq.gz	Agrii
Adams et al., in press	16.0589	16_0589	2016/05/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Vuka	Infected Leaf	Unknown	Yellow Rust	Carnoustie	UK	Unknown	Unknown	raw_reads/16_0589/R1.fq.gz	raw_reads/16_0589/R2.fq.gz	Agrii
Adams et al., in press	16.0595	16_0595	2016/05/31	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Myriad	Infected Leaf	Unknown	Yellow Rust	Unpublished	Myriad	Infected Leaf	Unknown	Yellow Rust	Bishop Burton	UK	Unknown	Unknown	raw_reads/16_0595/R1.fq.gz	raw_reads/16_0595/R2.fq.gz	Agrii
Adams et al., in press	16.0596	16_0596	2016/05/31	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Sterling	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Sterling	Infected Leaf	Unknown	Yellow Rust	Bishop Burton	UK	Unknown	Unknown	raw_reads/16_0596/R1.fq.gz	raw_reads/16_0596/R2.fq.gz	Agrii
Adams et al., in press	16.0613	16_0613	2016/06/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Zulu	Infected Leaf	Unknown	Yellow Rust	Unpublished	Zulu	Infected Leaf	Unknown	Yellow Rust	Langley (Essex)	UK	Unknown	Unknown	raw_reads/16_0613/R1.fq.gz	raw_reads/16_0613/R2.fq.gz	Agrii
Adams et al., in press	16.0614	16_0614	2016/06/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Britannia	Infected Leaf	Unknown	Yellow Rust	Unpublished	Britannia	Infected Leaf	Unknown	Yellow Rust	Langley (Essex)	UK	Unknown	Unknown	raw_reads/16_0614/R1.fq.gz	raw_reads/16_0614/R2.fq.gz	Agrii
Adams et al., in press	16.0615	16_0615	2016/06/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Spyder	Infected Leaf	Unknown	Yellow Rust	Unpublished	Spyder	Infected Leaf	Unknown	Yellow Rust	Langley (Essex)	UK	Unknown	Unknown	raw_reads/16_0615/R1.fq.gz	raw_reads/16_0615/R2.fq.gz	Agrii
Adams et al., in press	16.0616	16_0616	2016/06/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Basset	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Basset	Infected Leaf	Unknown	Yellow Rust	Langley (Essex)	UK	Unknown	Unknown	raw_reads/16_0616/R1.fq.gz	raw_reads/16_0616/R2.fq.gz	Agrii
Adams et al., in press	16.0617	16_0617	2016/06/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Leeds	Infected Leaf	Unknown	Yellow Rust	Unpublished	Leeds	Infected Leaf	Unknown	Yellow Rust	Langley (Essex)	UK	Unknown	Unknown	raw_reads/16_0617/R1.fq.gz	raw_reads/16_0617/R2.fq.gz	Agrii
Adams et al., in press	16.0618	16_0618	2016/06/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Relay	Infected Leaf	Unknown	Yellow Rust	Unpublished	Relay	Infected Leaf	Unknown	Yellow Rust	Langley (Essex)	UK	Unknown	Unknown	raw_reads/16_0618/R1.fq.gz	raw_reads/16_0618/R2.fq.gz	Agrii
Adams et al., in press	16.0619	16_0619	2016/06/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Belgrade	Infected Leaf	Unknown	Yellow Rust	Unpublished	Belgrade	Infected Leaf	Unknown	Yellow Rust	Langley (Essex)	UK	Unknown	Unknown	raw_reads/16_0619/R1.fq.gz	raw_reads/16_0619/R2.fq.gz	Agrii
Adams et al., in press	16.0620	16_0620	2016/06/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Claire	Infected Leaf	Unknown	Yellow Rust	Unpublished	Claire	Infected Leaf	Unknown	Yellow Rust	Langley (Essex)	UK	Unknown	Unknown	raw_reads/16_0620/R1.fq.gz	raw_reads/16_0620/R2.fq.gz	Agrii
Adams et al., in press	16.0624	16_0624	2016/06/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Sterling	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Sterling	Infected Leaf	Unknown	Yellow Rust	Langley (Essex)	UK	Unknown	Unknown	raw_reads/16_0624/R1.fq.gz	raw_reads/16_0624/R2.fq.gz	Agrii
Adams et al., in press	16.0628	16_0628	2016/06/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Vuka	Infected Leaf	Unknown	Yellow Rust	Boston	UK	Unknown	Unknown	raw_reads/16_0628/R1.fq.gz	raw_reads/16_0628/R2.fq.gz	Agrii
Adams et al., in press	16.0636	16_0636	2016/06/14	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Zulu	Infected Leaf	Unknown	Yellow Rust	Unpublished	Zulu	Infected Leaf	Unknown	Yellow Rust	Brackley	UK	Unknown	Unknown	raw_reads/16_0636/R1.fq.gz	raw_reads/16_0636/R2.fq.gz	Agrii
Adams et al., in press	16.0678	16_0678	2016/06/27	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Kranich	Infected Leaf	Unknown	Yellow Rust	Unpublished	Kranich	Infected Leaf	Unknown	Yellow Rust	Bridgend	UK	Unknown	Unknown	raw_reads/16_0678/R1.fq.gz	raw_reads/16_0678/R2.fq.gz	Agrii
Adams et al., in press	17.0210	17_0210	2017/06/12	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Claire	Infected Leaf	Unknown	Yellow Rust	Unpublished	Claire	Infected Leaf	Unknown	Yellow Rust	Chirnside	UK	Unknown	Unknown	raw_reads/17_0210/R1.fq.gz	raw_reads/17_0210/R2.fq.gz	G. Doody
Adams et al., in press	17.0212	17_0212	2017/06/12	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Basset	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Basset	Infected Leaf	Unknown	Yellow Rust	Chirnside	UK	Unknown	Unknown	raw_reads/17_0212/R1.fq.gz	raw_reads/17_0212/R2.fq.gz	G. Doody
Adams et al., in press	17.0215	17_0215	2017/06/12	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Scout	Infected Leaf	Unknown	Yellow Rust	Unpublished	Scout	Infected Leaf	Unknown	Yellow Rust	Chirnside	UK	Unknown	Unknown	raw_reads/17_0215/R1.fq.gz	raw_reads/17_0215/R2.fq.gz	G. Doody
Adams et al., in press	17.0216	17_0216	2017/06/19	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Claire	Infected Leaf	Unknown	Yellow Rust	Unpublished	Claire	Infected Leaf	Unknown	Yellow Rust	Boston	UK	Unknown	Unknown	raw_reads/17_0216/R1.fq.gz	raw_reads/17_0216/R2.fq.gz	Colin Patrick
Adams et al., in press	17.0222	17_0222	2017/06/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Warrior	Infected Leaf	Unknown	Yellow Rust	Unpublished	Warrior	Infected Leaf	Unknown	Yellow Rust	Carnoustie	UK	Unknown	Unknown	raw_reads/17_0222/R1.fq.gz	raw_reads/17_0222/R2.fq.gz	D. Barclay
Adams et al., in press	17.0224	17_0224	2017/06/26	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Shabras	Infected Leaf	Unknown	Yellow Rust	Unpublished	Shabras	Infected Leaf	Unknown	Yellow Rust	Carnoustie	UK	Unknown	Unknown	raw_reads/17_0224/R1.fq.gz	raw_reads/17_0224/R2.fq.gz	D. Barclay
Adams et al., in press	16.0594	16_0594	2016/05/31	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Vuka	Infected Leaf	Unknown	Yellow Rust	Bishop Burton	UK	Unknown	Unknown	raw_reads/16_0594/R1.fq.gz	raw_reads/16_0594/R2.fq.gz	Agrii
Adams et al., in press	16.0630	16_0630	2016/06/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Diego	Infected Leaf	Unknown	Yellow Rust	Unpublished	JB Diego	Infected Leaf	Unknown	Yellow Rust	Boston	UK	Unknown	Unknown	raw_reads/16_0630/R1.fq.gz	raw_reads/16_0630/R2.fq.gz	Agrii
Adams et al., in press	16.0633	16_0633	2016/06/14	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Barrel	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Barrel	Infected Leaf	Unknown	Yellow Rust	Brackley	UK	Unknown	Unknown	raw_reads/16_0633/R1.fq.gz	raw_reads/16_0633/R2.fq.gz	Agrii
Adams et al., in press	16.0669	16_0669	2016/06/23	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Vuka	Infected Leaf	Unknown	Yellow Rust	Unpublished	Vuka	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/16_0669/R1.fq.gz	raw_reads/16_0669/R2.fq.gz	Agrii
Adams et al., in press	14.0003	14_0003	2014/06/12	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Tilman	Infected Leaf	Unknown	Yellow Rust	Unpublished	Tilman	Infected Leaf	Unknown	Yellow Rust	Kujavy	Czechia	Unknown	Unknown	raw_reads/14_0003/R1.fq.gz	raw_reads/14_0003/R2.fq.gz	Vaclav Sklenar
Adams et al., in press	14.0038	14_0038	2014/06/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Akteur	Infected Leaf	Unknown	Yellow Rust	Unpublished	Akteur	Infected Leaf	Unknown	Yellow Rust	Etzdorf	Germany	Unknown	Unknown	raw_reads/14_0038/R1.fq.gz	raw_reads/14_0038/R2.fq.gz	Jochen Prochnow
Adams et al., in press	14.0045	14_0045	2014/07/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Bohemia	Infected Leaf	Unknown	Yellow Rust	Unpublished	Bohemia	Infected Leaf	Unknown	Yellow Rust	Chrudim	Czechia	Unknown	Unknown	raw_reads/14_0045/R1.fq.gz	raw_reads/14_0045/R2.fq.gz	Slezak
Adams et al., in press	14.0048	14_0048	2014/06/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	Unpublished	Unknown	Infected Leaf	Unknown	Yellow Rust	Poland	Poland	Unknown	Unknown	raw_reads/14_0048/R1.fq.gz	raw_reads/14_0048/R2.fq.gz	BASF
Adams et al., in press	14.0049	14_0049	2014/06/17	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Zeppelin	Infected Leaf	Unknown	Yellow Rust	Unpublished	Zeppelin	Infected Leaf	Unknown	Yellow Rust	Poland	Poland	Unknown	Unknown	raw_reads/14_0049/R1.fq.gz	raw_reads/14_0049/R2.fq.gz	BASF
Adams et al., in press	14.0073	14_0073	2014/07/04	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Camargo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Camargo	Infected Leaf	Unknown	Yellow Rust	Caparroso	Spain	Unknown	Unknown	raw_reads/14_0073/R1.fq.gz	raw_reads/14_0073/R2.fq.gz	Felix Ibirica
Adams et al., in press	14.0074	14_0074	2014/07/03	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Paledor	Infected Leaf	Unknown	Yellow Rust	Unpublished	Paledor	Infected Leaf	Unknown	Yellow Rust	Espejo	Spain	Unknown	Unknown	raw_reads/14_0074/R1.fq.gz	raw_reads/14_0074/R2.fq.gz	Florencio Guinea
Adams et al., in press	14.0075	14_0075	2014/07/03	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Paledor	Infected Leaf	Unknown	Yellow Rust	Unpublished	Paledor	Infected Leaf	Unknown	Yellow Rust	Suzana	Spain	Unknown	Unknown	raw_reads/14_0075/R1.fq.gz	raw_reads/14_0075/R2.fq.gz	Maires Perez Carro
Adams et al., in press	14.0082	14_0082	2014/05/13	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Primus	Infected Leaf	Unknown	Yellow Rust	Unpublished	Primus	Infected Leaf	Unknown	Yellow Rust	Gommershoven	Germany	Unknown	Unknown	raw_reads/14_0082/R1.fq.gz	raw_reads/14_0082/R2.fq.gz	Prochnow
Adams et al., in press	15.0007	15_0007	2015/04/07	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Einstein	Infected Leaf	Unknown	Yellow Rust	Unpublished	Einstein	Infected Leaf	Unknown	Yellow Rust	Westmaas	The Netherlands	Unknown	Unknown	raw_reads/15_0007/R1.fq.gz	raw_reads/15_0007/R2.fq.gz	Guus Bergmans
Adams et al., in press	15.0008	15_0008	2015/04/09	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Atomic	Infected Leaf	Unknown	Yellow Rust	Unpublished	Atomic	Infected Leaf	Unknown	Yellow Rust	Kamperland	The Netherlands	Unknown	Unknown	raw_reads/15_0008/R1.fq.gz	raw_reads/15_0008/R2.fq.gz	Guus Bergmans
Adams et al., in press	15.0105	15_0105	2015/05/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Irenerio	Infected Leaf	Unknown	Yellow Rust	Unpublished	Irenerio	Infected Leaf	Unknown	Yellow Rust	Ozzano	Italy	2	Unknown	raw_reads/15_0105/R1.fq.gz	raw_reads/15_0105/R2.fq.gz	Claudio Romagnoli
Adams et al., in press	15.0106	15_0106	2015/05/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Irenerio	Infected Leaf	Unknown	Yellow Rust	Unpublished	Irenerio	Infected Leaf	Unknown	Yellow Rust	Ozzano	Italy	2	Unknown	raw_reads/15_0106/R1.fq.gz	raw_reads/15_0106/R2.fq.gz	Claudio Romagnoli
Adams et al., in press	15.0107	15_0107	2015/05/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Irenerio	Infected Leaf	Unknown	Yellow Rust	Unpublished	Irenerio	Infected Leaf	Unknown	Yellow Rust	Conselice	Italy	1	Unknown	raw_reads/15_0107/R1.fq.gz	raw_reads/15_0107/R2.fq.gz	Enrico Gentili
Adams et al., in press	15.0111	15_0111	2015/05/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Germany	Germany	80-100	Unknown	raw_reads/15_0111/R1.fq.gz	raw_reads/15_0111/R2.fq.gz	Sebastian Fischer
Adams et al., in press	15.0112	15_0112	2015/05/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Germany	Germany	80-100	Unknown	raw_reads/15_0112/R1.fq.gz	raw_reads/15_0112/R2.fq.gz	Sebastian Fischer
Adams et al., in press	15.0114	15_0114	2015/05/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Ruchheim	Germany	80-100	Unknown	raw_reads/15_0114/R1.fq.gz	raw_reads/15_0114/R2.fq.gz	Sebastian Fischer
Adams et al., in press	15.0115	15_0115	2015/05/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Germany	Germany	80-100	Unknown	raw_reads/15_0115/R1.fq.gz	raw_reads/15_0115/R2.fq.gz	Sebastian Fischer
Adams et al., in press	15.0116	15_0116	2015/05/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	Unpublished	Victo	Infected Leaf	Unknown	Yellow Rust	Germany	Germany	80-100	Unknown	raw_reads/15_0116/R1.fq.gz	raw_reads/15_0116/R2.fq.gz	Sebastian Fischer
Adams et al., in press	15.0118	15_0118	2015/05/11	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	Unpublished	JB Asano	Infected Leaf	Unknown	Yellow Rust	Gronau	Germany	80-100	Unknown	raw_reads/15_0118/R1.fq.gz	raw_reads/15_0118/R2.fq.gz	Sebastian Fischer
Adams et al., in press	15.0121	15_0121	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Gallant	Infected Leaf	Unknown	Yellow Rust	Unpublished	Gallant	Infected Leaf	Unknown	Yellow Rust	Clacton	UK	2	Unknown	raw_reads/15_0121/R1.fq.gz	raw_reads/15_0121/R2.fq.gz	Javier Pericas
Adams et al., in press	15.0122	15_0122	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	KWS Santiago	Infected Leaf	Unknown	Yellow Rust	Unpublished	KWS Santiago	Infected Leaf	Unknown	Yellow Rust	Nauhton	UK	6	Unknown	raw_reads/15_0122/R1.fq.gz	raw_reads/15_0122/R2.fq.gz	Javier Pericas
Adams et al., in press	15.0125	15_0125	2015/05/18	Puccinia Striiformis f. sp. Tritici	Adams et al., in press	Adams et al., in press	Triticum aestivum	Solstice	Infected Leaf	Unknown	Yellow Rust	Unpublished	Solstice	Infected Leaf	Unknown	Yellow Rust	Layer de la Haye	UK	20	Unknown	raw_reads/15_0125/R1.fq.gz	raw_reads/15_0125/R2.fq.gz	Javier Pericas
